handle,name,url,status
duj,"Chair of Economics and Economic Education, University of Duisburg-Essen",http://www.wiwi.uni-due.de/fileadmin/fileupload/BWL-WIDA/RePEc/duj/,OK
duk,"Department of Economics, Duke University",http://public.econ.duke.edu/Papers/duk/,OK
dul,ULB -- Universite Libre de Bruxelles -- DULBEA,http://repecarchives.ulb.ac.be/dul/,OK
dun,"Economics Working Papers Archive of Economic Studies, University of Dundee",http://webstore.dundee.ac.uk/econman/RePEc/dun/,OK
dur,Durham University Business School Working Papers Archive,http://repec.dur.ac.uk/dur,OK
dys,Cornell Center for Behavioral Economics in Child Nutrition Programs (B.E.N. Center) Working Paper Series,http://dyson.cornell.edu/special_programs/ben-workingpaper/RePEc/dys/,Page Not Found
eaa,Euro-American Association of Economic Development,http://www.usc.es/economet/RePEc/eaa,OK
eab,East Asian Bureau of Economic Research,http://www.eaber.org/RePEc/eab/,OK
eac,"Colexio de Economistas de A CoruÒa, Spain and FundaciÛn Una Galicia Moderna",http://www.unagaliciamoderna.com/eawp/coldata/upload/eac/,OK
eaf,Working paper series,ftp://ideas.repec.org/pub/RePEc/eaf/,OK
eag,Economie d'Avant Garde,http://www.jeremygreenwood.net/RePEc/eag/,OK
eap,United Nations Economic and Social Commission for Asia and the Pacific (ESCAP) South and South-West Asia Office,http://repec.unescap.org/eap,OK
eas,Eurasian Academy Of Sciences,http://www.eurasianacademy.org/RePEc/eas/,OK
ebd,"Office of the Chief Economist, European Bank for Reconstruction and Development",http://www.ebrd.com/RePEc/ebd/,OK
ebg,EBLSG Working Papers,ftp://swopec.hhs.se/RePEc/ebg,OK
ebl,Economics Bulletin,http://www.accessecon.com/repec/ebl,OK
eca,ULB -- Universite Libre de Bruxelles -- ECARES,http://repecarchives.ulb.ac.be/eca/,OK
ecb,European Central Bank,http://www.ecb.europa.eu/pub/rdf/RePEc/ecb/,OK
ecc,"Department of Climate Change Economics, TU Berlin",http://ideas.climatecon.tu-berlin.de/RePEc/ecc/,OK
ece,"United Nations/Economic Commission for Europe (UNECE), Geneva",http://www.unece.org/fileadmin/DAM/ead/RePEc/ece/,OK
ecj,The Economic Journal,ftp://ftpeagle.bc.edu/pub/user/baum/RePEc/ecj,OK
ecl,American Economic Association,http://www.aeaweb.org/econlit/repec/ecl,OK
ecm,Econometric Society,ftp://ftpeagle.bc.edu/pub/user/baum/RePEc/ecm,OK
eco,Econjournals,http://www.econjournals.com/RePEc/eco/,OK
ecp,Journal of Economics and Political Economy,http://www.ijepe.com/RePEc/ecp/,Connectoin Refused
ecq,"School of International and Public Affairs, Columbia University",http://epsilon.iserp.columbia.edu/repec/ecq/,Connectoin Refused
ecr,Naciones Unidas Comisi√≥n Econ√≥mica para Am√©rica Latina y el Caribe (CEPAL),http://archivo.cepal.org/pdfs/RePEc/ecr/,OK
ect,Econometrics Journal,ftp://ftpeagle.bc.edu/pub/user/baum/RePEc/ect,OK
edb,"Centre for Economic Development and Institutions(CEDI),Brunel Universtiy",http://www.brunel.ac.uk/~ecstjsb/RePEc/edb/,OK
edg,IDEGA - Instituto Universitario de Estudios e Desenvolvemento de Galicia,http://docs.game-idega.com/RePEc/edg/,OK
edi,"EDIRC - Economics Departments, Institutes and Research Centers in the World",ftp://edirc.repec.org/pub/RePEc/edi,OK
edj,"Centro de EconomÌa Aplicada, Universidad de Chile",http://www.dii.uchile.cl/~webcea/RePEc/edj/,OK
edn,"Discussion Papers Archive at the Edinburgh School of Economics, University of Edinburgh",http://www.econ.ed.ac.uk/RePEc/edn,OK
edt,"Department of Communication, Journalism and Education Sciences, University of Craiova",http://sserr.ro/RePEc/edt/,OK
eea,Estonian Economic Associations Archive,http://www.emselts.ee/repec/eea,OK
eeb,Eastern European Business and Economics Studies Centre,http://eebej.eu/RePEc/eeb/,OK
eec,"Department of Applied Economics II, Universidad de Valencia",ftp://147.156.210.157/RePEc/eec/,OK
eee,Elsevier Science Economics Articles Archive,ftp://ftp.repec.org/RePEc/eee/,OK
eeg,European Economy Group Working Papers,ftp://socionet.ru/pub/RePEc/eeg,OK
eei,Economics and Econometrics Research Institute (EERI),http://www.eeri.eu/RePEc/eei,OK
eej,Eastern Economic Association,http://web.holycross.edu/RePEc/eej/,OK
eem,Euro-area Economy Modelling Centre,http://eemc.jrc.ec.europa.eu/RePEc/eem/,Connectoin Refused
een,Environmental Economics Research Hub RePEc Archive,http://repec.cap.anu.edu.au/RePEc/EEN/,OK
eep,Economy and Environment Program for Southeast Asia (EEPSEA),http://www.eepsea.org/repec/eep,OK
eer,EERC Working Paper Series,http://repec.eercnetwork.com/eerc/,OK
efe,Economics for Energy,http://eforenergy.org/RePEc/efe/,OK
eff,"Effectus journal, working papers, books and Rifin Ekonomija Economics",http://edu.vsfp.hr/RePEc/eff/,OK
efp,Ministerio de EconomÌa y Finanzas Publicas de Bolivia,http://www.economiayfinanzas.gob.bo/RePEc/efp/,OK
ega,"EGAP, TecnolÛgico de Monterrey, Campus Ciudad de MÈxico",http://alejandria.ccm.itesm.mx/egap/RePEc/ega/,OK
egb,"Escuela de Graduados en AdministraciÛn P˙blica y PolÌticas P˙blicas (EGAP), Campus Monterrey",http://homepages.mty.itesm.mx/al593571/RePEc/egb/,Page Not Found
egc,"Economic Growth Center, Yale University",http://www.econ.yale.edu/RePEc/egc/,OK
ege,"Department of Economics, Ege University",http://www.iibf.ege.edu.tr/economics/RePEc/ege/,OK
egr,Europa Grande,http://www.ejge.org/public/RePEc/egr/,OK
egu,"Department of Economic Geography, Faculty of Geosciences, Utrecht University",http://econ.geo.uu.nl/RePEc/egu/,OK
ehb,Economics and Human Biology,ftp://ftp.lrz-muenchen.de/pub/science/economics/EHB/,OK
ehl,London School of Economics and Political Science (LSE),http://eprints.lse.ac.uk/RePEc/ehl/,OK
ehu,Archive for RePEc at UPV-EHU,http://addi.ehu.es/repec/RePEc/ehu/,OK
eid,"Department of Economics, University of Bath",http://opus.bath.ac.uk/RePEc/EID/,OK
eie,Einaudi Institute for Economics and Finance (EIEF),http://www.eief.it/repec/RePEc/eie,OK
eim,"EIM Business and Policy Research, Zoetermeer, Netherlands",ftp://repec.eim.nl/edi,Connectoin Refused
ein,"Eindhoven Center for Innovation Studies (ECIS), Eindhoven University of Technology",ftp://repec.oru.se/RePEc/legacy/ein/,OK
eio,"Risks and Financial Stability Department, EIOPA",http://dev.eiopa.europa.eu/repec/eio/,OK
eip,Economy and Forecasting,http://eip.org.ua/RePEc/eip/index.html,
eiq,"European Institute, London School of Economics and Political Science",http://www.lse.ac.uk/assets/RePEc/ei/,OK
eis,"Economic Issues, Department of Economics, Nottingham Trent University, Burton Street, Nottingham, NG1 4BU",http://www.economicissues.org.uk/RePEc/eis/,OK
ejn,EURASIANPUBLICATIONS,http://www.eurasianpublications.com/repec/ejn/,OK
ejw,Econ Journal Watch,https://econjwatch.org/repec/ejw/,OK
ekd,EcoMod,http://ecomod.net/sites/default/files/RePEc/ekd,OK
ekn,Ekonomia,http://www.ekonomia.ucy.ac.cy/RePEc/ekn/,OK
eko,'Ekonomia' journal,http://ekonomia.wne.uw.edu.pl/RePEc/eko/,OK
ekz,Archive for RePEc at EKONOMIAZ. Revista vasca de EconomÌa,http://www.ogasun.ejgv.euskadi.eus/repec/RePEc/ekz/,OK
elg,Edward Elgar Publishing,http://www.e-elgar.com/repec/elg,OK
elo,"Department of Economics, Elon University",http://org.elon.edu/econ/WPS/RePEc/elo/,OK
els,ELSE - ESRC Center for Economic Learning and Social Evolution,ftp://ftp.repec.org/RePEc/els/,OK
elt,El Trimestre EconÛmico,http://www.fondodeculturaeconomica.com/RePEc/elt/index.htm,OK
ema,"THEMA (THÈorie Economique, ModÈlisation et Applications), UniversitÈ de Cergy-Pontoise",https://thema.u-cergy.fr/IMG/documents/,OK
emc,"Division de Economia, CIDE",http://www.economiamexicana.cide.edu/RePEc/emc/,OK
eme,Emerald Group Publishing,ftp://repecftp.emeraldinsight.com/,OK
emf,Emerging Markets Forum,http://www.emergingmarketsforum.org/RePeC/emf/,
emn,"Centre de Sociologie de l'Innovation (CSI), Mines ParisTech",http://www.csi.mines-paristech.fr/working-papers/RePEc/emn/,OK
emo,Economics Working Paper Archive at Emory,http://economics.emory.edu/home/journals/RePEc/emo/,OK
emp,"Area of Economic Environment, Instituto de Empresa",http://latienda.ie.edu/working_papers_economia/emp,OK
ems,Erasmus Univeristy Rotterdam,https://repub.eur.nl/RePEc/ems/,OK
emu,"Department of Economics, Eastern Mediterranean University",http://repec.economics.emu.edu.tr/repec/emu/,OK
emx,Serie documentos de trabajo del Centro de Estudios EconÛmicos,http://revistas.colmex.mx/RePEC/emx/,OK
ena,ENARPRI Publications,ftp://ideas.repec.org/pub/RePEc/frozen/ena/,OK
enc,Economics Working Paper Archive at ENAC,http://gruyern.free.fr/RePEc/enc/,
ene,Economics of Nature and the Environment,http://economics-of-nature.net/RePEc/ene/index.html,OK
enr,Enterprise Research Center,http://web.warwick.ac.uk/fac/soc/enterpriseRepec/,OK
ent,Econometica inter-university centre for economic ethics and corporate social responsibility,http://www.econometica.it/wp/RePEc/ent/,OK
eok,"Oeconomics of Knowledge, Saphira Publishing House",http://www.saphira.ro/ok/RePEc/eok/,Connectoin Refused
epa,SCEPA Working Paper Archive,http://www.economicpolicyresearch.org/RePEc/epa/,OK
epc,Economists for Peace and Security,http://www.epsjournal.org.uk/RePEc/epc/,OK
epd,National Statistics,http://www.studiesandresearches.net/RePEc/epd/,OK
epe,"Fachhochschule fuer Technik und Wirtschaft, Berlin",http://eper.htw-berlin.de/RePEc/epe/,Page Not Found
epf,"CIRAD, Forest department, UPR40",http://cirad-upr40-economics.000webhostapp.com/RePEc/epf/,Connectoin Refused
eph,Economic Publishing House,http://mm.edecon.ro/RePEc/eph/,OK
epl,Europolity ñ Continuity and Change in European Governance,http://europolity.eu/europolity-journal/RePEc/epl/,OK
epm,Polytechnique Montreal,ftp://repec.polymtl.ca/epm,Connectoin Refused
epo,Center for Economic and Policy Research (CEPR),http://webmaster-cepr.github.io/RePEc/epo/,OK
epr,Working Paper Archive ENEPRI,ftp://ideas.repec.org/pub/RePEc/epr,OK
eps,Centre for European Policy Studies,http://ceps1.ceps.eu/attachment/RePEc/eps/,OK
era,"ERIA's working papers, books and chapters",http://www.eria.org/RePEc/era/,OK
erc,"Economics Research Centre, University of Cyprus",http://papers.econ.ucy.ac.cy/RePEc/erc,OK
ere,"Facultad de Economia, Universidad Autonoma de Nuevo Leon",http://www.economia.uanl.mx/revistaensayos/RePEc/ere/,OK
erf,SUERF - The European Money and Finance Forum,http://www.suerf.org/RePEc/erf/,
erg,Economic Research Forum,ftp://81.95.146.144/RePEc/erg/,OK
erh,Econometric  Research  Association (ERA),http://www.era.org.tr/RePEc/erh/,OK
eri,ERINA - Economic Research Institute for Northeast Asia,https://www.erina.or.jp/RePEc/eri/,OK
erm,Economics Working Paper Archive at ERMES,http://ermes.u-paris2.fr/ermes/RePEc/erm,Connectoin Refused
ern,"Competitivit‡, Regole, Mercati (CERM)",http://www.cermlab.it/RePEc/ern/,OK
erp,European Research Papers Archive (ERPA),http://eiop.or.at/erpa/RePEc/erp,OK
ers,"European Research Studies Journal (ERSJ), International Journal of Economics & Business Administration (IJEBA), International Journal of Maritime, Trade & Economic Issues (IJMTEI)",http://www.ersj.eu/repec/ers/,OK
erv,Grupo Eumed.net,http://www.eumed.net/RePEc/erv/,OK
esa,IESA Working Papers Series,ftp://iesaa.csic.es/RePEc/esa,Connectoin Refused
esb,Ekonomika Journal,http://www.ekonomika.org.rs/RePEc/esb/,OK
esc,"Trade Efficiency and Facilitation Section, Trade and Investment Division, UNESCAP",http://www.unescap.org/tid/artnet/RePEc/esc/,OK
esd,"Group for Research in Economics and Finance, ESADE Business School",ftp://repec.esade.edu/RePEc/esd/,OK
ese,Electronic Working Papers,https://www.iser.essex.ac.uk/pubs/RePEc/ese/,OK
esg,Institut d'Estudis Regionals i Metropolitans de Barcelona,https://iermb.uab.cat/RePEc/esg/,OK
esi,"Economics Working Paper Archive at the Department of Geography, Philipps University Marburg",ftp://137.248.191.199/RePEc/esi,OK
esj,Discussion Papers Archive at ESRI,http://www.esri.go.jp/RePEc/esj,OK
esm,ESMT Research Publications,http://static.esmt.org/publications/repec/esm,OK
eso,Economic and Social Review,http://www.esr.ie/RePEc/eso/,OK
esr,Economic and Social Research Institute (ESRI),http://www.esri.ie/repec/esr,OK
ess,eSocialSciences,http://www.esocialsciences.com/RePEc/ess/,OK
est,"JeSP - Journal of EseC Short Papers, ESeC",http://174.143.214.14/jesp/RePEc/est/,Connectoin Refused
esx,Economics Discussion Papers at the University of Essex,http://repository.essex.ac.uk/RePEc/esx/,OK
esy,University of Essex,http://repository.essex.ac.uk/RePEc/esy/,OK
etc,Entrepreneurship Training Center Albania,http://www.academicus.edu.al/RePEc/etc/,OK
etd,Ethiopian Development Research Institute,http://www.edri.org.et/RePEc/etd/,OK
ete,"Faculty of Economics and Business, KU Leuven",http://feb.kuleuven.be/repec/ete,OK
eth,CER-ETH - Center of Economic Research at ETH Zurich,http://repec.ethz.ch/eth/,OK
eti,Economics Working Paper Archive at RIETI,http://www.rieti.go.jp/RePEc/eti,OK
etr,E3 Journal of Business Management and Economics,http://www.e3journals.org/RePEc/etr/,OK
ets,"Chair of Sociology, ETH Zurich",http://repec.ethz.ch/ets/,OK
etu,European Trade Union Institute (ETUI),http://repec.etui.org/etu/,OK
eub,"Ecological University of Bucharest, Department of Economics",ftp://ueb.ro/RePEc/eub/,OK
euc,"Instituto de Economia, Universidade Estadual de Campinas",http://www.eco.unicamp.br/RePEc/euc/,Page Not Found
euf,"Directorate General Economic and Financial Affairs (DG ECFIN), European Commission",http://ec.europa.eu/economy_finance/publications/RePEc/euf/,OK
eui,European University Institute,http://apps.eui.eu/ECO/mirror/eui/,OK
eur,European Center for Science Education and Research,http://euser.org/RePEc/eur/,OK
eus,"Department of Economics, European University at St. Petersburg",https://eu.spb.ru/images/RePEc/eus/,OK
euv,"RECAP15, European University Viadrina, Frankfurt (Oder)",https://www.europa-uni.de/de/forschung/institut/recap15/RePEc/euv/,OK
eve,"Centre d'…tudes des Politiques …conomiques (EPEE), UniversitÈ d'Evry Val d'Essonne",http://epee.univ-evry.fr/RePEc/eve/,OK
evo,"Economics Working Papers at Department of Economics, University of …vora, Portugal",http://www.decon.uevora.pt/RePEc/evo/,OK
ewc,"Economics Study Area, East-West Center",http://research.eastwestcenter.org/economics/repec/ewc/,Connectoin Refused
ewp,UB Economics Working Papers,http://www.ub.edu/ubeconomics/apps/RePEc/ewp/,OK
exc,"Experimental Economics Center, Andrew Young School of Policy Studies, Georgia State University",ftp://excen.gsu.edu/RePEc/exc/,OK
exe,"Department of Economics, Exeter University",http://people.exeter.ac.uk/cc371/RePEc/exe/,OK
exl,Exeley Inc,https://www.exeley.com/exeley/repec/exl/,OK
exp,Sprint Investify,http://expertjournals.com/RePEc/exp/,OK
ext,Universidad Externado de Colombia,https://www.uexternado.edu.co/facecono/cee/RePEc/ext,OK
ezo,Ezoneplus Working Paper Archive,http://www.ezoneplus.org/RePEc/ezo,OK
fae,FAERE - French Association of Environmental and Resource Economists,http://www.faere.fr/RePEc/fae/,OK
fal,"Department of Economics, College of Business, Florida Atlantic University",http://wise.fau.edu/RePEc/fal/,OK
fam,FAME Paper Archive,http://sfi.square7.ch/RePec/fam/,OK
fan,FrancoAngeli Editore,https://www.francoangeli.it/RePEc/fan/,OK
fao,Agricultural and Development Economics Division of the Food and Agriculture Organization of the United Nations (FAO - ESA),http://www.fao.org/es/esa/repec/fao/,OK
fas,Review of Agrarian Studies,http://www.ras.org.in/RePEc/fas,OK
fat,"Faculty of Economics and Public Administrative Sciences, Fatih University",ftp://repec.oru.se/RePEc/legacy/fat/,OK
fau,"Charles University Prague, Faculty of Social Sciences",http://repec.fsv.cuni.cz/RePEc/fau/,OK
fbb,"Fundacion BBVA, Departamento Editorial",ftp://188.165.200.185/RePEc/fbb/,OK
fbk,"Research Institute for the Evaluation of Public Policies (IRVAPP), Bruno Kessler Foundation",http://irvapp.fbk.eu/sites/irvapp.fbk.eu/repec/fbk,Page Not Found
fca,Working Papers-Department of Finance Canada,ftp://input.repec.org/pub/RePEc/ris/fca/,OK
fce,Publications de l'OFCE,http://www.ofce.sciences-po.fr/RePEc/fce/,OK
fcr,Universidad de Costa Rica,ftp://economia.ucr.ac.cr/RePEc/fcr/,OK
fda,FEDEA (Fundacion de Estudios de Economia Aplicada),http://documentos.fedea.net/RePEc/fda,
fdi,FERDI Fondation pour les √©tudes et recherche sur le d√©veloppement international,http://publi.ferdi.fr/RePEc/fdi/,OK
fea,"Faculdade de Economia, AdministraÁ„o e Contabilidade de Ribeir„o Preto, Universidade de S„o Paulo",ftp://cpq.fearp.usp.br:2300/RePEc/fea,Connectoin Refused
feb,The Field Experiments Website,http://fieldexperiments-papers2.s3-website-us-east-1.amazonaws.com/RePEc/feb/,OK
fec,Higher Education Press,http://journal.hep.com.cn/fec/RePEc/fec/,OK
fee,"Finance and Economics Experimental Laboratory, The Wang Yanan Institute for Studies in Economics, Xiamen Unversity",http://feel.xmu.edu.cn/repec/,OK
fej,Far East Research Centre,http://www.fareastjournals.com/psybus/RePEc/fej/,Connectoin Refused
fek,National Association of Forensic Economics,http://jfehost.com/RePEc/fek,OK
fem,Fondazione Eni Enrico Mattei,http://ftp.milano.feem.it/pub/RePEc/fem,OK
fep,Finnish Economic Association,http://www.taloustieteellinenyhdistys.fi/RePEc/fep/,OK
fer,Government Institute for Economic Research Finland (VATT),http://vatt-old.posp.fi/RePEc/fer/,OK
fes,"Financialisation, Economy, Society & Sustainable development (FESSUD) Project",http://fessud.eu/RePEc/fes/,
fet,Fonds pour la Recherche en Ethique Economique,http://ethique.perso.sfr.fr/RePEc/fet/,OK
feu,Publications of the WWWforEurope-Project,http://www.foreurope.eu/fileadmin/RePEc/feu/,OK
ffe,SKEMA Business School,http://www.ffe.esc-lille.com/RePEc/ffe/,Connectoin Refused
fgv,Getulio Vargas Foundation (Brazil),http://epge.fgv.br/RePEc/fgv,OK
fie,"CEREFIGE (Centre Europeen de Recherche en Economie Financiere et Gestion des Entreprises), UniversitÈ de Lorraine",http://repec.cerefige.univ-lorraine.fr/RePec/fie/index.html,OK
fip,Fed in Print,ftp://fedinprint.org/pub/RePEc/ris/fip,OK
fir,Econometrics Working Papers Archive,http://local.disia.unifi.it/RePEc/fir,OK
fiu,"Department of Economics, Florida International University",http://economics-repec.fiu.edu/fiu/,OK
flc,Facultad Latinoamericana de Ciencias Sociales (FLACSO),http://www.flacsoandes.edu.ec/RePEc/flc/index.html,OK
fle,"Annals of the Fondazione Luigi Einaudi. An Interdisciplinary Journal of Economics, History and Political Science",http://www.annalsfondazioneluigieinaudi.it/RePEc/fle/,OK
fli,National Institute of Labour Studies (NILS),http://repec.flinders.edu.au/fli/,OK
fln,"Europa-Universit√§t Flensburg, International Institute of Management",http://www.uni-flensburg.de/fileadmin/content/institute/iim/dokumente/forschung/repec/fln/,OK
flo,Working Papers - Mathematical Economics,http://www.disei.unifi.it/upload/sub/pubblicazioni/repec/flo/,OK
fma,Financial Management Association,http://www.fma.org/FinMgmt/RePEc/fma/,Page Not Found
fmb,"Spiru Haret University, Faculty of Management Brasov",http://www.managementgeneral.ro/RePEc/fmb/,
fme,GRAPE Group for Research in Applied Economics,http://www.grape.org.pl/RePEc/fme/,OK
fmg,"Financial markets Group, London School of Economics",http://www.lse.ac.uk/assets/RePEc/fmg/,OK
foi,"Department of Food and Resource Economics, University of Copenhagen",http://okonomi.foi.dk/workingpapers/RePEc/foi/,OK
foj,"University of Bucharest, Faculty of Journalism and Communication Studies ‚Äì Universitatea din Bucuresti, Facultatea de Jurnalism si Stiintele Comunicarii",http://jurnalism-comunicare.eu/RePEc/foj/,
for,Foresight: The International Journal of Applied Forecasting,https://forecasters.org/RePEc/for/,OK
fpb,Federal Planning Bureau,http://www.plan.be/RePEc/fpb/,OK
fpr,IFPRI publications,http://data.ifpri.org/RePec/,OK
fpu,"Centro de Estudios de las Finanzas P˙blicas, H. C·mara de Diputados, Estados Unidos Mexicanos",ftp://ideas.repec.org/pub/RePEc/frozen/fpu,OK
fra,"Department of Finance, Goethe University Frankfurt",http://www.finance.uni-frankfurt.de/RePEc/fra/,OK
frd,"Department of Economics, Fordham University",http://legacy.fordham.edu/repec/,OK
fre,"Department of International Economic Policy, University of Freiburg",http://www.vwl.uni-freiburg.de/iwipol/REPEC/fre/,OK
frg,"Research Center for Generational Contracts, University of Freiburg",http://www.vwl.uni-freiburg.de/fakultaet/fiwiI/RePEc/frg/,OK
fri,Economics and Social Sciences Working Paper Archive at UNIFR,ftp://ftp.unifr.ch/pub/RePEc/fri,OK
frz,Working Papers - Economics,https://www.disei.unifi.it/upload/sub/pubblicazioni/repec/frz/,OK
fsa,"Financial Services Authority, United Kingdom",ftp://repec.fsa.gov.uk/RePec/fsa,Connectoin Refused
fsc,LEI Wageningen UR,http://www3.lei.wur.nl/RePEc/fsc/,OK
fsi,Rural Education Action Project at Stanford University,http://reap.stanford.edu/RePEc/fsi/,OK
fsn,"Friedman School of Nutrition Science and Policy, Tufts University",http://www.nutrition.tufts.edu/documents/RePEc/fsn/,Page Not Found
fsr,"Working Paper Archive from the Accounting, Finance and Economics Research Group at the University of Ulster",http://www.business.ulster.ac.uk/RePEc/fsr,OK
fsu,"Department of Economics, Florida State University",ftp://econpapers.fsu.edu/RePEc/fsu/,OK
fth,BibEc Project,ftp://ftp.repec.org/RePEc/fth,OK
fup,"Economics, Universidade Federal do Paran·",http://www.economiaetecnologia.ufpr.br/RePEc/fup,OK
fzy,International Association for Fuzzy-set Management and Economy (SIGEF),http://gandalf.fee.urv.cat/sigef/RePEc/fzy/,OK
gad,GRADE,http://www.grade.edu.pe/RePEc/gad,OK
gai,"Gaidar Institute for Economic Policy, Moscow, Russia",http://www.iep.ru/files/RePEc/gai/,OK
gam,"Multidisciplinary Digital Publishing Institute, (MDPI)",http://www.mdpi.com/files/RePEc/gam/index.html,OK
gat,"Groupe d'Analyse et de ThÈorie Economique Lyon St-…tienne (GATE Lyon St-…tienne), UniversitÈ de Lyon",ftp://ftp.gate.cnrs.fr/RePEc/gat/,OK
gbl,Grenoble Applied Economics Laboratory (GAEL),https://gael.univ-grenoble-alpes.fr/sites/gael/files/RePEc/gbl/,Page Not Found
gda,"Faculty of Economics, University of Gdansk, Poland",http://gnu.univ.gda.pl/~keie/RePEc/gda/,OK
gde,Giornale degli Economisti e Annali di Economia,ftp://ftp.gde.unibocconi.it/RePEc/gde/,Connectoin Refused
gdk,"Faculty of Management and Economics, Gdansk University of Technology",ftp://ftp.zie.pg.gda.pl/RePEc/gdk/,OK
gdm,"Program on the Global Demography of Aging, Harvard University",https://content.sph.harvard.edu/pgda/RePEc/gdm/,OK
gea,"University of Genoa, Research Doctorate in Public Economics",http://www.dep.unige.it/RePEc/gea/,
geb,"Department of Economics, Gebze Technical University",ftp://ftp.gtu.edu.tr/econwp/,OK
gef,GEFRA - Gesellschaft fuer Finanz- und Regionalanalysen,http://www.gefra-muenster.org/RePEc/gef/,OK
geg,Institute of Business Entropy,ftp://ibe.hostedftp.com/~ibe/econ/RePEc/geg/,OK
gei,"Faculty of Management Science, Iqra University",http://www.geistscience.com/RePEc/gei/,
gem,Global Entrepreneurship Research Association (GERA) - hosting the Global,http://gemconsortium.org/RePEc/gem/,Page Not Found
gen,"Working Paper Series, Institute of Economics and Econometrics, Geneva School of Economics and Management, University of Geneva",http://www.unige.ch/ses/dsec/repec/gen/,OK
geo,"Department of Economics, Georgetown University",http://econ-1.uis.georgetown.edu/RePEc/geo/,OK
ges,"GestiÛn Joven ""Revista de la AgrupaciÛn Joven Iberoamericana de Contabilidad y AdministraciÛn de Empresas"". Young Management ""Journal of the Young Iberomerican Group of Accounting and Business Administration"".",http://www.elcriterio.com/revista/RePEc/ges/,OK
gfa,Gesellschaft f¸r Arbeitsmarktaktivierung (GfA),http://www.gfa-kritikos.de/RePEc/gfa/,Page Not Found
gfe,"Department of Law, Philosophy and Economic Studies - DIGEF - Sapienza University of Rome",http://www.digef.uniroma1.it/RePEc/gfe/,OK
ghe,"Economy, Ecology, Demography research unit, Department of History, Ghent University",http://www.eed.ugent.be/RePEc/ghe/,OK
gig,GIGA German Institute of Global and Area Studies,http://repec.giga-hamburg.de/gig/,OK
gii,Archive for IHEID Working Paper Series in International Economics,http://repec.graduateinstitute.ch/gii/,OK
gla,Economics Working Paper Archive at the University of Glasgow,http://www.gla.ac.uk/0t4/business/files/repec/gla/,OK
gmf,"Centre for Business and Economics Research (CeBER), University of Coimbra",http://www4.fe.uc.pt/RePEc/gmf/,OK
gms,"Interdisciplinary Center for Economic Science, George Mason University",http://www.gmu.edu/schools/chss/economics/icesworkingpapers.gmu.edu/gms/,OK
gnv,"University of Geneva, Switzerland",https://archive-ouverte.unige.ch/files/RePEc/gnv/,OK
gok,Gokhale Institute of Politics and Economics,http://www.gipe.org.in/RePEc/gok,OK
got,Economics Working Paper Archive at the University of Goettingen (Germany),http://www2.vwl.wiso.uni-goettingen.de/RePEc/got,OK
gov,"Universidade de Vigo, GEN - Governance and Economics research Network",http://infogen.webs.uvigo.es/RePEc/gov/,OK
gpe,"Greenwich Political Economy Research Centre, University of Greenwich",http://gala.gre.ac.uk/RePEc/gpe/,OK
gpr,"Global Politics Review, ARISS",http://www.globalpoliticsreview.com/RePEc/gpr/,OK
gra,"Department of Economic Theory and Economic History, University of Granada",http://www.ugr.es/~teoriahe/RePEc/gra/,OK
grc,Research Group on Human Capital,http://connolly.uqam.ca/RePEc/grc/,OK
gre,"Groupe de REcherche en Droit, Economie, Gestion (GREDEG CNRS), University of Nice Sophia Antipolis",http://www.gredeg.cnrs.fr/working-papers/RePEc/gre/,OK
grf,Montpellier University - Center for Research in Finance,http://www.cregofi.univ-montp2.fr/grf,Connectoin Refused
grg,Global Research Agency,http://www.globalresearch.com.my/working/RePEc/grg/,Connectoin Refused
gri,"Department of Finance, Accounting, and Economics, Griffith University",http://sirservices.griffith.edu.au/repec/gri/,OK
grm,Instituto de investigaciones econÛmicas y sociales 'JosÈ Ortiz Mercado' (IIES-JOM),http://www.uagrm.edu.bo/centros/iies/upload/files/repec/grm/,Connectoin Refused
gro,University of Groningen,http://repec.ub.rug.nl/RePEc/gro/,OK
grs,Working Papers of GRES (2002-2009) - Cahiers du GRES - aujourd'hui Cahiers du GREThA,http://cahiersdugres.u-bordeaux4.fr/RePEc/grs/,OK
grt,Working Papers of GREThA - Cahiers du GREThA,http://cahiersdugretha.u-bordeaux4.fr/RePEc/grt/,OK
grz,"Karl-Franzens-University University Graz, Department of Economics",http://www100.uni-graz.at/vwlwww/forschung/RePEc/,OK
gsa,Programa de Investigacion de EconomÏa del Conocimiento.,http://www.ungs.edu.ar/ms_idei/repec/gsa/,OK
gta,GTAP Series,https://www.gtap.agecon.purdue.edu/RePEc/gta/,OK
gtr,GATR Journals,http://gltrinternational.org/RePEc,OK
gua,"Department of Economics and Finance, Universidad de Guanajuato",http://economia.ugto.org/RePEc/gua/,Connectoin Refused
guc,"The German University in Cairo, Faculty of Management Technology",http://mgt.guc.edu.eg/economics/RePEc/guc/,OK
gue,"Department of Economics and Finance, University of Guelph",http://www.uoguelph.ca/economics/repec/gue/,OK
gwc,"Research Program on Forecasting, Department of Economics, The George Washington University",https://www2.gwu.edu/~forcpgm/RePEc/gwc/,OK
gwi,"Institute for International Economic Policy, The George Washington University",https://www2.gwu.edu/~iiep/RePEc/gwi/,OK
gws,GWS - Institute of Economic Structures Research,http://www.gws-os.com/discussionpapers/RePEc/gws/,OK
